Time,ms,110k Dis,,110k For,,LVDT 1 V,,LVDT 2 V,,LVDT Avg.,SP2 Bloc,,Act. Disp.,,,,,
,,V,inches,V,kips,V,inches,V,inches,inches,V,inches,,,,,,
+000:03:14,200,-0.082,-0.082,-1.591,-15.911,-4.166,0.000,-7.476,0.019,0.009,1.626,-0.02682164,-0.055,,,,,
+000:03:14,300,-0.079,-0.079,-1.591,-15.908,-4.190,0.005,-7.521,0.027,0.016,1.619,-0.02965664,-0.050,,,,,
+000:03:14,400,-0.081,-0.081,-1.593,-15.929,-4.186,0.004,-7.521,0.028,0.016,1.616,-0.03050714,-0.051,,,,,
+000:03:14,500,-0.080,-0.080,-1.591,-15.911,-4.179,0.002,-7.498,0.023,0.013,1.624,-0.02755064,-0.053,,,,,
+000:03:14,600,-0.078,-0.078,-1.587,-15.874,-4.182,0.003,-7.505,0.024,0.014,1.618,-0.03002114,-0.048,,,,,
+000:03:14,700,-0.080,-0.080,-1.591,-15.908,-4.183,0.003,-7.520,0.027,0.015,1.615,-0.03123614,-0.049,,,,,
+000:03:14,800,-0.080,-0.080,-1.589,-15.892,-4.189,0.004,-7.515,0.026,0.015,1.620,-0.02888714,-0.051,,,,,
+000:03:14,900,-0.080,-0.080,-1.596,-15.956,-4.168,0.000,-7.484,0.020,0.010,1.628,-0.02568764,-0.054,,,,,
+000:03:15,0,-0.081,-0.081,-1.595,-15.950,-4.178,0.002,-7.513,0.026,0.014,1.615,-0.03111464,-0.050,,,,,
+000:03:15,100,-0.084,-0.084,-1.594,-15.944,-4.194,0.005,-7.524,0.028,0.017,1.619,-0.02965664,-0.054,,,,,
+000:03:15,200,-0.083,-0.083,-1.602,-16.020,-4.166,0.000,-7.482,0.020,0.010,1.620,-0.02917064,-0.054,,,,,
+000:03:15,300,-0.085,-0.085,-1.596,-15.956,-4.174,0.001,-7.506,0.025,0.013,1.614,-0.03151964,-0.053,,,,,
+000:03:15,400,-0.083,-0.083,-1.601,-16.005,-4.196,0.006,-7.531,0.029,0.018,1.617,-0.03026414,-0.053,,,,,
+000:03:15,500,-0.084,-0.084,-1.598,-15.981,-4.172,0.001,-7.495,0.023,0.012,1.615,-0.03099314,-0.053,,,,,
+000:03:15,600,-0.081,-0.081,-1.600,-16.002,-4.167,0.000,-7.498,0.023,0.012,1.622,-0.02815814,-0.053,,,,,
+000:03:15,700,-0.088,-0.088,-1.608,-16.075,-4.198,0.006,-7.532,0.030,0.018,1.618,-0.02989964,-0.058,,,,,
+000:03:15,800,-0.080,-0.080,-1.601,-16.005,-4.175,0.002,-7.500,0.023,0.013,1.615,-0.03099314,-0.049,,,,,
+000:03:15,900,-0.082,-0.082,-1.602,-16.020,-4.166,0.000,-7.494,0.022,0.011,1.618,-0.02977814,-0.052,,,,,
+000:03:16,0,-0.082,-0.082,-1.598,-15.984,-4.198,0.006,-7.531,0.029,0.018,1.629,-0.02556614,-0.056,,,,,
+000:03:16,100,-0.079,-0.079,-1.599,-15.993,-4.174,0.001,-7.498,0.023,0.012,1.615,-0.03123614,-0.047,,,,,
+000:03:16,200,-0.083,-0.083,-1.597,-15.966,-4.166,0.000,-7.495,0.023,0.011,1.615,-0.03123614,-0.052,,,,,
+000:03:16,300,-0.079,-0.079,-1.600,-15.996,-4.198,0.006,-7.532,0.030,0.018,1.622,-0.02827964,-0.051,,,,,
+000:03:16,400,-0.081,-0.081,-1.601,-16.014,-4.176,0.002,-7.502,0.024,0.013,1.613,-0.03200564,-0.049,,,,,
+000:03:16,500,-0.085,-0.085,-1.608,-16.078,-4.162,-0.001,-7.490,0.022,0.010,1.613,-0.03176264,-0.053,,,,,
+000:03:16,600,-0.082,-0.082,-1.605,-16.054,-4.199,0.006,-7.533,0.030,0.018,1.618,-0.02989964,-0.052,,,,,
+000:03:16,700,-0.083,-0.083,-1.609,-16.091,-4.177,0.002,-7.506,0.025,0.013,1.623,-0.02767214,-0.055,,,,,
+000:03:16,800,-0.087,-0.087,-1.613,-16.127,-4.155,-0.002,-7.478,0.019,0.009,1.614,-0.03135764,-0.056,,,,,
+000:03:16,900,-0.084,-0.084,-1.611,-16.112,-4.197,0.006,-7.532,0.030,0.018,1.615,-0.03099314,-0.053,,,,,
+000:03:17,0,-0.084,-0.084,-1.609,-16.088,-4.182,0.003,-7.514,0.026,0.015,1.617,-0.03038564,-0.054,,,,,
+000:03:17,100,-0.084,-0.084,-1.610,-16.097,-4.145,-0.004,-7.462,0.016,0.006,1.612,-0.03212714,-0.052,,,,,
+000:03:17,200,-0.084,-0.084,-1.612,-16.124,-4.195,0.006,-7.529,0.029,0.017,1.616,-0.03050714,-0.054,,,,,
+000:03:17,300,-0.081,-0.081,-1.609,-16.094,-4.184,0.003,-7.517,0.027,0.015,1.616,-0.03075014,-0.051,,,,,
+000:03:17,400,-0.089,-0.089,-1.618,-16.182,-4.161,-0.001,-7.465,0.017,0.008,1.621,-0.02864414,-0.060,,,,,
+000:03:17,500,-0.080,-0.080,-1.606,-16.060,-4.194,0.005,-7.527,0.029,0.017,1.614,-0.03135764,-0.049,,,,,
+000:03:17,600,-0.081,-0.081,-1.613,-16.127,-4.184,0.003,-7.520,0.027,0.015,1.613,-0.03200564,-0.049,,,,,
+000:03:17,700,-0.080,-0.080,-1.615,-16.152,-4.167,0.000,-7.477,0.019,0.010,1.618,-0.02977814,-0.051,,,,,
+000:03:17,800,-0.081,-0.081,-1.612,-16.118,-4.193,0.005,-7.527,0.029,0.017,1.627,-0.02617364,-0.055,,,,,
+000:03:17,900,-0.083,-0.083,-1.619,-16.191,-4.185,0.004,-7.521,0.028,0.016,1.611,-0.03285614,-0.051,,,,,
+000:03:18,0,-0.081,-0.081,-1.619,-16.194,-4.170,0.001,-7.483,0.020,0.010,1.617,-0.03038564,-0.051,,,,,
+000:03:18,100,-0.083,-0.083,-1.621,-16.207,-4.192,0.005,-7.525,0.028,0.017,1.620,-0.02900864,-0.054,,,,,
+000:03:18,200,-0.087,-0.087,-1.618,-16.182,-4.185,0.004,-7.522,0.028,0.016,1.612,-0.03224864,-0.054,,,,,
+000:03:18,300,-0.084,-0.084,-1.619,-16.191,-4.177,0.002,-7.493,0.022,0.012,1.615,-0.03123614,-0.053,,,,,
+000:03:18,400,-0.084,-0.084,-1.621,-16.207,-4.185,0.004,-7.514,0.026,0.015,1.617,-0.03014264,-0.054,,,,,
+000:03:18,500,-0.086,-0.086,-1.619,-16.194,-4.185,0.004,-7.523,0.028,0.016,1.623,-0.02803664,-0.058,,,,,
+000:03:18,600,-0.083,-0.083,-1.622,-16.222,-4.185,0.004,-7.514,0.026,0.015,1.615,-0.03123614,-0.052,,,,,
+000:03:18,700,-0.087,-0.087,-1.618,-16.176,-4.176,0.002,-7.498,0.023,0.012,1.616,-0.03075014,-0.056,,,,,
+000:03:18,800,-0.083,-0.083,-1.620,-16.204,-4.183,0.003,-7.522,0.028,0.015,1.615,-0.03099314,-0.052,,,,,
+000:03:18,900,-0.083,-0.083,-1.619,-16.188,-4.189,0.004,-7.517,0.027,0.016,1.614,-0.03135764,-0.051,,,,,
+000:03:19,0,-0.080,-0.080,-1.623,-16.228,-4.170,0.001,-7.489,0.021,0.011,1.616,-0.03087164,-0.049,,,,,
+000:03:19,100,-0.083,-0.083,-1.627,-16.274,-4.179,0.003,-7.516,0.027,0.015,1.612,-0.03212714,-0.051,,,,,
+000:03:19,200,-0.080,-0.080,-1.619,-16.191,-4.194,0.005,-7.526,0.028,0.017,1.621,-0.02852264,-0.052,,,,,
+000:03:19,300,-0.080,-0.080,-1.623,-16.234,-4.163,-0.001,-7.479,0.019,0.009,1.622,-0.02815814,-0.052,,,,,
+000:03:19,400,-0.085,-0.085,-1.625,-16.246,-4.178,0.002,-7.515,0.026,0.014,1.612,-0.03237014,-0.053,,,,,
+000:03:19,500,-0.085,-0.085,-1.627,-16.268,-4.195,0.005,-7.527,0.029,0.017,1.618,-0.02989964,-0.055,,,,,
+000:03:19,600,-0.088,-0.088,-1.628,-16.277,-4.167,0.000,-7.485,0.021,0.010,1.623,-0.02779364,-0.061,,,,,
+000:03:19,700,-0.085,-0.085,-1.630,-16.301,-4.174,0.002,-7.509,0.025,0.013,1.612,-0.03212714,-0.053,,,,,
+000:03:19,800,-0.084,-0.084,-1.630,-16.295,-4.197,0.006,-7.532,0.030,0.018,1.616,-0.03087164,-0.053,,,,,
+000:03:19,900,-0.087,-0.087,-1.634,-16.335,-4.171,0.001,-7.494,0.022,0.012,1.617,-0.03014264,-0.057,,,,,
+000:03:20,0,-0.086,-0.086,-1.632,-16.316,-4.171,0.001,-7.503,0.024,0.013,1.612,-0.03224864,-0.054,,,,,
+000:03:20,100,-0.086,-0.086,-1.631,-16.307,-4.197,0.006,-7.533,0.030,0.018,1.614,-0.03164114,-0.054,,,,,
+000:03:20,200,-0.085,-0.085,-1.632,-16.316,-4.173,0.001,-7.499,0.023,0.012,1.620,-0.02888714,-0.056,,,,,
+000:03:20,300,-0.086,-0.086,-1.630,-16.304,-4.166,0.000,-7.497,0.023,0.011,1.622,-0.02815814,-0.058,,,,,
+000:03:20,400,-0.089,-0.089,-1.633,-16.332,-4.198,0.006,-7.535,0.030,0.018,1.613,-0.03188414,-0.057,,,,,
+000:03:20,500,-0.082,-0.082,-1.634,-16.335,-4.180,0.003,-7.511,0.026,0.014,1.613,-0.03176264,-0.050,,,,,
+000:03:20,600,-0.070,-0.070,-1.637,-16.365,-4.152,-0.003,-7.475,0.019,0.008,1.616,-0.03087164,-0.039,,,,,
+000:03:20,700,-0.081,-0.081,-1.632,-16.323,-4.196,0.006,-7.532,0.030,0.018,1.611,-0.03273464,-0.049,,,,,
+000:03:20,800,-0.086,-0.086,-1.638,-16.381,-4.185,0.004,-7.523,0.028,0.016,1.610,-0.03297764,-0.053,,,,,
+000:03:20,900,-0.083,-0.083,-1.637,-16.374,-4.175,0.002,-7.491,0.022,0.012,1.614,-0.03135764,-0.051,,,,,
+000:03:21,0,-0.084,-0.084,-1.637,-16.368,-4.188,0.004,-7.522,0.028,0.016,1.619,-0.02929214,-0.055,,,,,
+000:03:21,100,-0.085,-0.085,-1.641,-16.408,-4.187,0.004,-7.526,0.028,0.016,1.618,-0.02977814,-0.055,,,,,
+000:03:21,200,-0.087,-0.087,-1.640,-16.396,-4.181,0.003,-7.504,0.024,0.014,1.613,-0.03176264,-0.055,,,,,
+000:03:21,300,-0.086,-0.086,-1.642,-16.423,-4.181,0.003,-7.509,0.025,0.014,1.616,-0.03087164,-0.055,,,,,
+000:03:21,400,-0.086,-0.086,-1.643,-16.426,-4.184,0.003,-7.524,0.028,0.016,1.621,-0.02852264,-0.058,,,,,
+000:03:21,500,-0.089,-0.089,-1.645,-16.451,-4.191,0.005,-7.523,0.028,0.016,1.612,-0.03224864,-0.056,,,,,
+000:03:21,600,-0.086,-0.086,-1.645,-16.454,-4.161,-0.001,-7.469,0.018,0.008,1.612,-0.03212714,-0.054,,,,,
+000:03:21,700,-0.087,-0.087,-1.642,-16.423,-4.179,0.003,-7.517,0.027,0.015,1.614,-0.03135764,-0.056,,,,,
+000:03:21,800,-0.083,-0.083,-1.646,-16.460,-4.194,0.005,-7.529,0.029,0.017,1.612,-0.03212714,-0.051,,,,,
+000:03:21,900,-0.085,-0.085,-1.645,-16.454,-4.166,0.000,-7.485,0.021,0.010,1.609,-0.03358514,-0.051,,,,,
+000:03:22,0,-0.081,-0.081,-1.646,-16.463,-4.174,0.001,-7.510,0.025,0.013,1.619,-0.02965664,-0.052,,,,,
+000:03:22,100,-0.087,-0.087,-1.647,-16.472,-4.198,0.006,-7.535,0.030,0.018,1.621,-0.02852264,-0.059,,,,,
+000:03:22,200,-0.082,-0.082,-1.641,-16.411,-4.174,0.002,-7.502,0.024,0.013,1.609,-0.03370664,-0.048,,,,,
+000:03:22,300,-0.087,-0.087,-1.648,-16.475,-4.163,-0.001,-7.493,0.022,0.011,1.610,-0.03297764,-0.054,,,,,
+000:03:22,400,-0.084,-0.084,-1.648,-16.478,-4.199,0.006,-7.537,0.030,0.018,1.615,-0.03123614,-0.053,,,,,
+000:03:22,500,-0.084,-0.084,-1.652,-16.515,-4.181,0.003,-7.513,0.026,0.014,1.605,-0.03496214,-0.049,,,,,
+000:03:22,600,-0.094,-0.094,-1.652,-16.518,-4.156,-0.002,-7.483,0.020,0.009,1.609,-0.03370664,-0.060,,,,,
+000:03:22,700,-0.087,-0.087,-1.653,-16.533,-4.198,0.006,-7.537,0.031,0.018,1.613,-0.03176264,-0.055,,,,,
+000:03:22,800,-0.087,-0.087,-1.653,-16.527,-4.182,0.003,-7.518,0.027,0.015,1.615,-0.03111464,-0.055,,,,,
+000:03:22,900,-0.087,-0.087,-1.655,-16.551,-4.145,-0.004,-7.468,0.017,0.007,1.615,-0.03123614,-0.056,,,,,
+000:03:23,0,-0.086,-0.086,-1.654,-16.542,-4.196,0.006,-7.534,0.030,0.018,1.611,-0.03261314,-0.053,,,,,
+000:03:23,100,-0.087,-0.087,-1.654,-16.536,-4.186,0.004,-7.524,0.028,0.016,1.610,-0.03297764,-0.054,,,,,
+000:03:23,200,-0.084,-0.084,-1.657,-16.567,-4.170,0.001,-7.487,0.021,0.011,1.620,-0.02900864,-0.055,,,,,
+000:03:23,300,-0.085,-0.085,-1.654,-16.542,-4.189,0.004,-7.523,0.028,0.016,1.609,-0.03334214,-0.052,,,,,
+000:03:23,400,-0.089,-0.089,-1.657,-16.567,-4.186,0.004,-7.528,0.029,0.016,1.608,-0.03411164,-0.055,,,,,
+000:03:23,500,-0.085,-0.085,-1.652,-16.524,-4.189,0.004,-7.519,0.027,0.016,1.614,-0.03151964,-0.054,,,,,
+000:03:23,600,-0.085,-0.085,-1.657,-16.573,-4.166,0.000,-7.466,0.017,0.009,1.610,-0.03309914,-0.052,,,,,
+000:03:23,700,-0.084,-0.084,-1.653,-16.533,-4.177,0.002,-7.515,0.026,0.014,1.608,-0.03411164,-0.050,,,,,
+000:03:23,800,-0.087,-0.087,-1.661,-16.609,-4.197,0.006,-7.535,0.030,0.018,1.611,-0.03261314,-0.054,,,,,
+000:03:23,900,-0.084,-0.084,-1.659,-16.588,-4.173,0.001,-7.500,0.024,0.012,1.618,-0.03002114,-0.054,,,,,
+000:03:24,0,-0.090,-0.090,-1.660,-16.597,-4.167,0.000,-7.500,0.024,0.012,1.608,-0.03399014,-0.056,,,,,
+000:03:24,100,-0.088,-0.088,-1.661,-16.609,-4.199,0.006,-7.538,0.031,0.018,1.610,-0.03322064,-0.055,,,,,
+000:03:24,200,-0.088,-0.088,-1.663,-16.631,-4.184,0.003,-7.520,0.027,0.015,1.611,-0.03261314,-0.056,,,,,
+000:03:24,300,-0.089,-0.089,-1.669,-16.686,-4.167,0.000,-7.480,0.020,0.010,1.607,-0.03447614,-0.054,,,,,
+000:03:24,400,-0.089,-0.089,-1.661,-16.612,-4.192,0.005,-7.527,0.029,0.017,1.609,-0.03346364,-0.055,,,,,
+000:03:24,500,-0.087,-0.087,-1.662,-16.619,-4.186,0.004,-7.527,0.029,0.016,1.608,-0.03411164,-0.053,,,,,
+000:03:24,600,-0.089,-0.089,-1.663,-16.628,-4.188,0.004,-7.518,0.027,0.016,1.615,-0.03111464,-0.058,,,,,
+000:03:24,700,-0.087,-0.087,-1.675,-16.753,-4.169,0.000,-7.491,0.022,0.011,1.609,-0.03334214,-0.054,,,,,
+000:03:24,800,-0.086,-0.086,-1.667,-16.667,-4.179,0.002,-7.518,0.027,0.015,1.606,-0.03484064,-0.051,,,,,
+000:03:24,900,-0.087,-0.087,-1.666,-16.655,-4.197,0.006,-7.536,0.030,0.018,1.612,-0.03224864,-0.055,,,,,
+000:03:25,0,-0.082,-0.082,-1.664,-16.643,-4.175,0.002,-7.504,0.024,0.013,1.615,-0.03123614,-0.051,,,,,
+000:03:25,100,-0.092,-0.092,-1.666,-16.658,-4.160,-0.001,-7.488,0.021,0.010,1.606,-0.03459764,-0.058,,,,,
+000:03:25,200,-0.082,-0.082,-1.664,-16.637,-4.199,0.006,-7.539,0.031,0.019,1.609,-0.03334214,-0.049,,,,,
+000:03:25,300,-0.086,-0.086,-1.666,-16.664,-4.183,0.003,-7.518,0.027,0.015,1.611,-0.03261314,-0.053,,,,,
+000:03:25,400,-0.086,-0.086,-1.647,-16.469,-4.148,-0.003,-7.473,0.018,0.008,1.606,-0.03459764,-0.052,,,,,
+000:03:25,500,-0.086,-0.086,-1.670,-16.701,-4.197,0.006,-7.535,0.030,0.018,1.608,-0.03399014,-0.052,,,,,
+000:03:25,600,-0.092,-0.092,-1.672,-16.716,-4.186,0.004,-7.527,0.029,0.016,1.614,-0.03135764,-0.061,,,,,
+000:03:25,700,-0.090,-0.090,-1.671,-16.710,-4.178,0.002,-7.500,0.023,0.013,1.619,-0.02953514,-0.060,,,,,
+000:03:25,800,-0.088,-0.088,-1.674,-16.738,-4.185,0.004,-7.519,0.027,0.015,1.608,-0.03399014,-0.054,,,,,
+000:03:25,900,-0.089,-0.089,-1.680,-16.799,-4.187,0.004,-7.529,0.029,0.016,1.607,-0.03447614,-0.054,,,,,
+000:03:26,0,-0.087,-0.087,-1.677,-16.771,-4.183,0.003,-7.510,0.025,0.014,1.613,-0.03200564,-0.055,,,,,
+000:03:26,100,-0.089,-0.089,-1.676,-16.759,-4.181,0.003,-7.511,0.026,0.014,1.605,-0.03496214,-0.054,,,,,
+000:03:26,200,-0.088,-0.088,-1.672,-16.719,-4.185,0.004,-7.527,0.029,0.016,1.605,-0.03496214,-0.053,,,,,
+000:03:26,300,-0.086,-0.086,-1.679,-16.790,-4.190,0.005,-7.524,0.028,0.016,1.609,-0.03346364,-0.053,,,,,
+000:03:26,400,-0.090,-0.090,-1.712,-17.119,-4.167,0.000,-7.490,0.022,0.011,1.614,-0.03151964,-0.058,,,,,
+000:03:26,500,-0.086,-0.086,-1.677,-16.774,-4.181,0.003,-7.523,0.028,0.015,1.611,-0.03285614,-0.053,,,,,
+000:03:26,600,-0.085,-0.085,-1.675,-16.747,-4.194,0.005,-7.531,0.029,0.017,1.608,-0.03411164,-0.051,,,,,
+000:03:26,700,-0.085,-0.085,-1.673,-16.732,-4.164,0.000,-7.484,0.020,0.010,1.609,-0.03370664,-0.051,,,,,
+000:03:26,800,-0.089,-0.089,-1.681,-16.811,-4.178,0.002,-7.518,0.027,0.015,1.612,-0.03224864,-0.056,,,,,
+000:03:26,900,-0.088,-0.088,-1.678,-16.783,-4.197,0.006,-7.535,0.030,0.018,1.608,-0.03386864,-0.054,,,,,
+000:03:27,0,-0.089,-0.089,-1.682,-16.817,-4.171,0.001,-7.496,0.023,0.012,1.606,-0.03484064,-0.054,,,,,
+000:03:27,100,-0.088,-0.088,-1.684,-16.835,-4.170,0.001,-7.507,0.025,0.013,1.610,-0.03297764,-0.055,,,,,
+000:03:27,200,-0.091,-0.091,-1.681,-16.805,-4.199,0.006,-7.539,0.031,0.019,1.607,-0.03435464,-0.057,,,,,
+000:03:27,300,-0.087,-0.087,-1.689,-16.890,-4.175,0.002,-7.504,0.024,0.013,1.604,-0.03556964,-0.051,,,,,
+000:03:27,400,-0.091,-0.091,-1.687,-16.869,-4.169,0.001,-7.504,0.024,0.012,1.613,-0.03200564,-0.059,,,,,
+000:03:27,500,-0.090,-0.090,-1.686,-16.860,-4.199,0.006,-7.540,0.031,0.019,1.618,-0.03002114,-0.060,,,,,
+000:03:27,600,-0.089,-0.089,-1.685,-16.854,-4.177,0.002,-7.510,0.025,0.014,1.604,-0.03569114,-0.053,,,,,
+000:03:27,700,-0.094,-0.094,-1.687,-16.869,-4.161,-0.001,-7.494,0.022,0.011,1.603,-0.03581264,-0.058,,,,,
+000:03:27,800,-0.090,-0.090,-1.688,-16.881,-4.199,0.006,-7.540,0.031,0.019,1.611,-0.03273464,-0.057,,,,,
+000:03:27,900,-0.088,-0.088,-1.688,-16.875,-4.184,0.003,-7.520,0.027,0.015,1.601,-0.03682514,-0.052,,,,,
+000:03:28,0,-0.085,-0.085,-1.688,-16.875,-4.147,-0.004,-7.469,0.018,0.007,1.603,-0.03581264,-0.049,,,,,
+000:03:28,100,-0.088,-0.088,-1.689,-16.890,-4.198,0.006,-7.537,0.031,0.018,1.607,-0.03447614,-0.054,,,,,
+000:03:28,200,-0.085,-0.085,-1.684,-16.835,-4.187,0.004,-7.527,0.029,0.016,1.610,-0.03309914,-0.052,,,,,
+000:03:28,300,-0.087,-0.087,-1.687,-16.869,-4.173,0.001,-7.492,0.022,0.012,1.607,-0.03423314,-0.052,,,,,
+000:03:28,400,-0.086,-0.086,-1.692,-16.921,-4.190,0.005,-7.526,0.028,0.017,1.605,-0.03496214,-0.051,,,,,
+000:03:28,500,-0.091,-0.091,-1.692,-16.924,-4.189,0.004,-7.531,0.029,0.017,1.606,-0.03459764,-0.056,,,,,
+000:03:28,600,-0.089,-0.089,-1.694,-16.942,-4.178,0.002,-7.501,0.024,0.013,1.611,-0.03273464,-0.057,,,,,
+000:03:28,700,-0.090,-0.090,-1.695,-16.948,-4.191,0.005,-7.528,0.029,0.017,1.605,-0.03508364,-0.055,,,,,
+000:03:28,800,-0.092,-0.092,-1.698,-16.982,-4.187,0.004,-7.531,0.029,0.017,1.604,-0.03569114,-0.056,,,,,
+000:03:28,900,-0.087,-0.087,-1.702,-17.015,-4.174,0.002,-7.494,0.022,0.012,1.610,-0.03309914,-0.054,,,,,
+000:03:29,0,-0.093,-0.093,-1.695,-16.945,-4.194,0.005,-7.533,0.030,0.018,1.606,-0.03484064,-0.058,,,,,
+000:03:29,100,-0.088,-0.088,-1.701,-17.006,-4.187,0.004,-7.529,0.029,0.016,1.603,-0.03593414,-0.052,,,,,
+000:03:29,200,-0.090,-0.090,-1.698,-16.979,-4.167,0.000,-7.481,0.020,0.010,1.605,-0.03520514,-0.055,,,,,
+000:03:29,300,-0.087,-0.087,-1.697,-16.973,-4.198,0.006,-7.538,0.031,0.018,1.615,-0.03099314,-0.056,,,,,
+000:03:29,400,-0.088,-0.088,-1.705,-17.046,-4.185,0.004,-7.525,0.028,0.016,1.601,-0.03694664,-0.051,,,,,
+000:03:29,500,-0.090,-0.090,-1.698,-16.979,-4.145,-0.004,-7.473,0.018,0.007,1.601,-0.03670364,-0.053,,,,,
+000:03:29,600,-0.088,-0.088,-1.695,-16.948,-4.199,0.006,-7.540,0.031,0.019,1.608,-0.03386864,-0.054,,,,,
+000:03:29,700,-0.088,-0.088,-1.695,-16.948,-4.183,0.003,-7.521,0.028,0.015,1.600,-0.03731114,-0.051,,,,,
+000:03:29,800,-0.093,-0.093,-1.711,-17.107,-4.155,-0.002,-7.487,0.021,0.009,1.603,-0.03605564,-0.057,,,,,
+000:03:29,900,-0.089,-0.089,-1.702,-17.021,-4.200,0.006,-7.542,0.032,0.019,1.605,-0.03508364,-0.054,,,,,
+000:03:30,0,-0.091,-0.091,-1.709,-17.089,-4.180,0.003,-7.514,0.026,0.014,1.608,-0.03386864,-0.058,,,,,
+000:03:30,100,-0.094,-0.094,-1.708,-17.079,-4.166,0.000,-7.501,0.024,0.012,1.609,-0.03346364,-0.061,,,,,
+000:03:30,200,-0.092,-0.092,-1.707,-17.067,-4.200,0.006,-7.541,0.031,0.019,1.605,-0.03508364,-0.057,,,,,
+000:03:30,300,-0.095,-0.095,-1.709,-17.089,-4.173,0.001,-7.501,0.024,0.013,1.605,-0.03532664,-0.060,,,,,
+000:03:30,400,-0.089,-0.089,-1.707,-17.073,-4.176,0.002,-7.515,0.026,0.014,1.610,-0.03322064,-0.055,,,,,
+000:03:30,500,-0.091,-0.091,-1.711,-17.110,-4.197,0.006,-7.538,0.031,0.018,1.605,-0.03508364,-0.056,,,,,
+000:03:30,600,-0.092,-0.092,-1.708,-17.079,-4.167,0.000,-7.491,0.022,0.011,1.603,-0.03593414,-0.056,,,,,
+000:03:30,700,-0.088,-0.088,-1.709,-17.089,-4.179,0.003,-7.523,0.028,0.015,1.606,-0.03484064,-0.054,,,,,
+000:03:30,800,-0.092,-0.092,-1.710,-17.101,-4.195,0.006,-7.531,0.029,0.018,1.603,-0.03581264,-0.056,,,,,
+000:03:30,900,-0.089,-0.089,-1.717,-17.174,-4.170,0.001,-7.493,0.022,0.011,1.605,-0.03532664,-0.054,,,,,
+000:03:31,0,-0.087,-0.087,-1.711,-17.110,-4.183,0.003,-7.528,0.029,0.016,1.609,-0.03370664,-0.054,,,,,
+000:03:31,100,-0.090,-0.090,-1.713,-17.131,-4.192,0.005,-7.527,0.029,0.017,1.614,-0.03151964,-0.059,,,,,
+000:03:31,200,-0.088,-0.088,-1.708,-17.079,-4.175,0.002,-7.503,0.024,0.013,1.605,-0.03532664,-0.052,,,,,
+000:03:31,300,-0.092,-0.092,-1.708,-17.079,-4.187,0.004,-7.531,0.029,0.017,1.601,-0.03682514,-0.055,,,,,
+000:03:31,400,-0.091,-0.091,-1.714,-17.144,-4.187,0.004,-7.520,0.027,0.016,1.608,-0.03399014,-0.057,,,,,
+000:03:31,500,-0.088,-0.088,-1.712,-17.116,-4.183,0.003,-7.515,0.026,0.015,1.602,-0.03646064,-0.051,,,,,
+000:03:31,600,-0.094,-0.094,-1.719,-17.186,-4.187,0.004,-7.533,0.030,0.017,1.601,-0.03694664,-0.058,,,,,
+000:03:31,700,-0.092,-0.092,-1.711,-17.113,-4.184,0.003,-7.514,0.026,0.015,1.605,-0.03520514,-0.057,,,,,
+000:03:31,800,-0.094,-0.094,-1.715,-17.147,-4.185,0.004,-7.521,0.028,0.016,1.609,-0.03334214,-0.061,,,,,
+000:03:31,900,-0.092,-0.092,-1.713,-17.131,-4.189,0.004,-7.533,0.030,0.017,1.607,-0.03435464,-0.058,,,,,
+000:03:32,0,-0.092,-0.092,-1.717,-17.171,-4.180,0.003,-7.506,0.025,0.014,1.604,-0.03556964,-0.057,,,,,
+000:03:32,100,-0.088,-0.088,-1.719,-17.186,-4.190,0.005,-7.530,0.029,0.017,1.607,-0.03435464,-0.054,,,,,
+000:03:32,200,-0.093,-0.093,-1.716,-17.159,-4.188,0.004,-7.533,0.030,0.017,1.612,-0.03212714,-0.061,,,,,
+000:03:32,300,-0.090,-0.090,-1.717,-17.174,-4.174,0.001,-7.496,0.023,0.012,1.604,-0.03569114,-0.054,,,,,
+000:03:32,400,-0.089,-0.089,-1.713,-17.131,-4.194,0.005,-7.534,0.030,0.018,1.604,-0.03569114,-0.054,,,,,
+000:03:32,500,-0.093,-0.093,-1.719,-17.189,-4.188,0.004,-7.532,0.030,0.017,1.605,-0.03496214,-0.058,,,,,
+000:03:32,600,-0.088,-0.088,-1.716,-17.156,-4.171,0.001,-7.488,0.021,0.011,1.602,-0.03621764,-0.052,,,,,
+000:03:32,700,-0.091,-0.091,-1.715,-17.153,-4.196,0.006,-7.537,0.031,0.018,1.603,-0.03605564,-0.055,,,,,
+000:03:32,800,-0.089,-0.089,-1.719,-17.192,-4.187,0.004,-7.529,0.029,0.017,1.609,-0.03370664,-0.055,,,,,
+000:03:32,900,-0.089,-0.089,-1.722,-17.220,-4.164,0.000,-7.468,0.017,0.009,1.612,-0.03212714,-0.057,,,,,
+000:03:33,0,-0.094,-0.094,-1.728,-17.275,-4.199,0.006,-7.542,0.031,0.019,1.604,-0.03569114,-0.058,,,,,
+000:03:33,100,-0.094,-0.094,-1.723,-17.229,-4.184,0.003,-7.523,0.028,0.016,1.602,-0.03633914,-0.057,,,,,
+000:03:33,200,-0.097,-0.097,-1.728,-17.278,-4.159,-0.001,-7.490,0.022,0.010,1.604,-0.03556964,-0.062,,,,,
+000:03:33,300,-0.094,-0.094,-1.729,-17.290,-4.200,0.007,-7.544,0.032,0.019,1.599,-0.03767564,-0.056,,,,,
